"date","tau","K","call_option_price","S","r","put_option_price"
"2014-01-24",35,1780,36.95,1790.29,0.0017,28.5
"2014-01-24",35,1785,33.75,1790.29,0.0017,30.3
"2014-01-24",35,1790,30.7,1790.29,0.0017,32.2
"2014-01-24",35,1795,27.75,1790.29,0.0017,34.35
"2014-01-24",35,1800,25,1790.29,0.0017,36.85
"2014-01-24",35,1805,22.35,1790.29,0.0017,39.2
"2014-01-24",35,1810,19.85,1790.29,0.0017,41.5
"2014-01-24",35,1815,17.55,1790.29,0.0017,44.35
"2014-01-24",35,1820,15.4,1790.29,0.0017,47.15
"2014-01-24",35,1825,13.3,1790.29,0.0017,50.1
"2014-01-24",35,1830,11.5,1790.29,0.0017,53.3
"2014-01-24",35,1835,9.85,1790.29,0.0017,56.7
"2014-01-24",35,1840,8.3,1790.29,0.0017,60.15
"2014-01-24",35,1845,7,1790.29,0.0017,63.85
"2014-01-24",35,1850,5.85,1790.29,0.0017,67.65
"2014-01-24",35,1855,4.85,1790.29,0.0017,71.7
"2014-01-24",35,1860,3.95,1790.29,0.0017,75.85
"2014-01-24",35,1865,3.25,1790.29,0.0017,80.3
"2014-01-24",35,1870,2.65,1790.29,0.0017,84.7
"2014-01-24",35,1875,2.15,1790.29,0.0017,89.2
"2014-01-24",35,1880,1.775,1790.29,0.0017,93.8
"2014-01-27",11,1685,99.7,1781.56,0.0016,2.875
"2014-01-27",11,1690,94.9,1781.56,0.0016,3.1
"2014-01-27",11,1695,90.15,1781.56,0.0016,3.4
"2014-01-27",11,1700,85.65,1781.56,0.0016,3.6
"2014-01-27",11,1705,80.7,1781.56,0.0016,4
"2014-01-27",11,1710,76.05,1781.56,0.0016,4.3
"2014-01-27",11,1715,71.85,1781.56,0.0016,4.7
"2014-01-27",11,1720,67.35,1781.56,0.0016,5.2
"2014-01-27",11,1725,63,1781.56,0.0016,5.7
"2014-01-27",11,1730,58.5,1781.56,0.0016,6.25
"2014-01-27",11,1735,54.3,1781.56,0.0016,7
"2014-01-27",11,1740,50.2,1781.56,0.0016,7.7
"2014-01-27",11,1745,46.05,1781.56,0.0016,8.6
"2014-01-27",11,1750,41.95,1781.56,0.0016,9.55
"2014-01-27",11,1755,38.1,1781.56,0.0016,10.65
"2014-01-27",11,1760,34.3,1781.56,0.0016,11.9
"2014-01-27",11,1765,30.65,1781.56,0.0016,13.3
"2014-01-27",11,1770,27.15,1781.56,0.0016,14.8
"2014-01-27",11,1775,23.85,1781.56,0.0016,16.55
"2014-01-27",11,1780,20.65,1781.56,0.0016,18.5
"2014-01-27",11,1785,17.85,1781.56,0.0016,20.7
"2014-01-27",11,1790,15.2,1781.56,0.0016,23.05
"2014-01-27",11,1795,12.55,1781.56,0.0016,25.75
"2014-01-27",11,1800,10.35,1781.56,0.0016,28.45
"2014-01-27",11,1805,8.4,1781.56,0.0016,31.65
"2014-01-27",11,1810,6.8,1781.56,0.0016,34.55
"2014-01-27",11,1815,5.3,1781.56,0.0016,38.1
"2014-01-27",11,1820,4.1,1781.56,0.0016,41.9
"2014-01-27",11,1825,3.25,1781.56,0.0016,46.1
"2014-01-27",11,1830,2.45,1781.56,0.0016,50.4
"2014-01-27",11,1835,1.85,1781.56,0.0016,54.9
"2014-01-27",32,1690,99.2,1781.56,0.0017,9.65
"2014-01-27",32,1695,94.8,1781.56,0.0017,10.25
"2014-01-27",32,1700,90.35,1781.56,0.0017,10.9
"2014-01-27",32,1705,86.15,1781.56,0.0017,11.55
"2014-01-27",32,1710,81.75,1781.56,0.0017,12.3
"2014-01-27",32,1715,77.5,1781.56,0.0017,13.1
"2014-01-27",32,1720,73.2,1781.56,0.0017,13.95
"2014-01-27",32,1725,69.15,1781.56,0.0017,14.85
"2014-01-27",32,1730,65.25,1781.56,0.0017,15.85
"2014-01-27",32,1735,61.3,1781.56,0.0017,16.9
"2014-01-27",32,1740,57.35,1781.56,0.0017,18
"2014-01-27",32,1745,53.8,1781.56,0.0017,19.25
"2014-01-27",32,1750,49.95,1781.56,0.0017,20.5
"2014-01-27",32,1755,46.25,1781.56,0.0017,21.95
"2014-01-27",32,1760,42.95,1781.56,0.0017,23.45
"2014-01-27",32,1765,39.4,1781.56,0.0017,25.15
"2014-01-27",32,1770,36.15,1781.56,0.0017,26.85
"2014-01-27",32,1775,32.95,1781.56,0.0017,28.7
"2014-01-27",32,1780,30.05,1781.56,0.0017,30.45
"2014-01-27",32,1785,27.05,1781.56,0.0017,32.8
"2014-01-27",32,1790,24.4,1781.56,0.0017,35.1
"2014-01-27",32,1795,21.7,1781.56,0.0017,37.55
"2014-01-27",32,1800,19.1,1781.56,0.0017,40.1
"2014-01-27",32,1805,16.9,1781.56,0.0017,42.4
"2014-01-27",32,1810,14.8,1781.56,0.0017,45.5
"2014-01-27",32,1815,12.9,1781.56,0.0017,48.6
"2014-01-27",32,1820,11.15,1781.56,0.0017,51.75
"2014-01-27",32,1825,9.55,1781.56,0.0017,55.2
"2014-01-27",32,1830,8.2,1781.56,0.0017,58.75
"2014-01-27",32,1835,6.9,1781.56,0.0017,62.6
"2014-01-27",32,1840,5.8,1781.56,0.0017,66.5
"2014-01-27",32,1845,4.9,1781.56,0.0017,70.25
"2014-01-27",32,1850,4.1,1781.56,0.0017,74.8
"2014-01-27",32,1855,3.4,1781.56,0.0017,79.15
"2014-01-27",32,1860,2.8,1781.56,0.0017,83.55
"2014-01-27",32,1865,2.35,1781.56,0.0017,88.05
"2014-01-27",32,1870,1.95,1781.56,0.0017,92.75
"2014-01-27",32,1875,1.6,1781.56,0.0017,97.4
"2014-01-28",17,1695,98.65,1792.5,0.0018,3.9
"2014-01-28",17,1700,94,1792.5,0.0018,4.2
"2014-01-28",17,1705,89.35,1792.5,0.0018,4.6
"2014-01-28",17,1710,84.7,1792.5,0.0018,4.9
"2014-01-28",17,1715,80.25,1792.5,0.0018,5.4
"2014-01-28",17,1720,75.55,1792.5,0.0018,5.9
"2014-01-28",17,1725,71.15,1792.5,0.0018,6.4
"2014-01-28",17,1730,66.7,1792.5,0.0018,7
"2014-01-28",17,1735,62.35,1792.5,0.0018,7.7
"2014-01-28",17,1740,58.2,1792.5,0.0018,8.45
"2014-01-28",17,1745,53.95,1792.5,0.0018,9.25
"2014-01-28",17,1750,49.9,1792.5,0.0018,10.15
"2014-01-28",17,1755,45.95,1792.5,0.0018,11.15
"2014-01-28",17,1760,42.05,1792.5,0.0018,12.35
"2014-01-28",17,1765,38.2,1792.5,0.0018,13.55
"2014-01-28",17,1770,34.65,1792.5,0.0018,14.9
"2014-01-28",17,1775,31.35,1792.5,0.0018,16.4
"2014-01-28",17,1780,27.95,1792.5,0.0018,18.15
"2014-01-28",17,1785,24.75,1792.5,0.0018,19.85
"2014-01-28",17,1790,21.75,1792.5,0.0018,21.9
"2014-01-28",17,1795,19,1792.5,0.0018,24.1
"2014-01-28",17,1800,16.4,1792.5,0.0018,26.55
"2014-01-28",17,1805,14.05,1792.5,0.0018,29.25
"2014-01-28",17,1810,11.85,1792.5,0.0018,32.1
"2014-01-28",17,1815,9.95,1792.5,0.0018,35.15
"2014-01-28",17,1820,8.2,1792.5,0.0018,38.15
"2014-01-28",17,1825,6.65,1792.5,0.0018,41.85
"2014-01-28",17,1830,5.4,1792.5,0.0018,45.65
"2014-01-28",17,1835,4.3,1792.5,0.0018,49.3
"2014-01-28",17,1840,3.4,1792.5,0.0018,53.45
"2014-01-28",17,1845,2.675,1792.5,0.0018,57.75
"2014-01-28",17,1850,2.075,1792.5,0.0018,61.9
"2014-01-28",17,1855,1.65,1792.5,0.0018,66.5
"2014-01-28",31,1700,96.3,1792.5,0.0017,8.1
"2014-01-28",31,1705,91.95,1792.5,0.0017,8.65
"2014-01-28",31,1710,87.55,1792.5,0.0017,9.25
"2014-01-28",31,1715,83.15,1792.5,0.0017,9.85
"2014-01-28",31,1720,78.9,1792.5,0.0017,10.55
"2014-01-28",31,1725,74.45,1792.5,0.0017,11.3
"2014-01-28",31,1730,70.5,1792.5,0.0017,12.15
"2014-01-28",31,1735,66.15,1792.5,0.0017,13
"2014-01-28",31,1740,62.15,1792.5,0.0017,14
"2014-01-28",31,1745,58.2,1792.5,0.0017,15.2
"2014-01-28",31,1750,54.35,1792.5,0.0017,16.25
"2014-01-28",31,1755,50.55,1792.5,0.0017,17.45
"2014-01-28",31,1760,46.9,1792.5,0.0017,18.8
"2014-01-28",31,1765,43.55,1792.5,0.0017,20.15
"2014-01-28",31,1770,40,1792.5,0.0017,21.75
"2014-01-28",31,1775,36.5,1792.5,0.0017,23.35
"2014-01-28",31,1780,33.35,1792.5,0.0017,25.05
"2014-01-28",31,1785,30.2,1792.5,0.0017,26.95
"2014-01-28",31,1790,27.2,1792.5,0.0017,28.95
"2014-01-28",31,1795,24.45,1792.5,0.0017,31.15
"2014-01-28",31,1800,21.85,1792.5,0.0017,33.55
"2014-01-28",31,1805,19.35,1792.5,0.0017,36.05
"2014-01-28",31,1810,16.95,1792.5,0.0017,38.85
"2014-01-28",31,1815,14.85,1792.5,0.0017,41.7
"2014-01-28",31,1820,12.85,1792.5,0.0017,44.6
"2014-01-28",31,1825,11.1,1792.5,0.0017,47.9
"2014-01-28",31,1830,9.45,1792.5,0.0017,51.25
"2014-01-28",31,1835,7.95,1792.5,0.0017,54.75
"2014-01-28",31,1840,6.7,1792.5,0.0017,58.5
"2014-01-28",31,1845,5.6,1792.5,0.0017,62.25
"2014-01-28",31,1850,4.65,1792.5,0.0017,66.3
"2014-01-28",31,1855,3.85,1792.5,0.0017,70.4
"2014-01-28",31,1860,3.2,1792.5,0.0017,74.55
"2014-01-28",31,1865,2.65,1792.5,0.0017,79
"2014-01-28",31,1870,2.15,1792.5,0.0017,83.55
"2014-01-28",31,1875,1.75,1792.5,0.0017,88.15
"2014-01-29",16,1680,96.8,1774.2,0.0018,5.3
"2014-01-29",16,1685,92.15,1774.2,0.0018,5.65
"2014-01-29",16,1690,87.8,1774.2,0.0018,6.1
"2014-01-29",16,1695,83.2,1774.2,0.0018,6.6
"2014-01-29",16,1700,78.8,1774.2,0.0018,7.1
"2014-01-29",16,1705,74.25,1774.2,0.0018,7.7
"2014-01-29",16,1710,70.3,1774.2,0.0018,8.25
"2014-01-29",16,1715,65.8,1774.2,0.0018,8.95
"2014-01-29",16,1720,61.35,1774.2,0.0018,9.75
"2014-01-29",16,1725,57.45,1774.2,0.0018,10.55
"2014-01-29",16,1730,53.6,1774.2,0.0018,11.55
"2014-01-29",16,1735,49.65,1774.2,0.0018,12.55
"2014-01-29",16,1740,45.75,1774.2,0.0018,13.7
"2014-01-29",16,1745,41.95,1774.2,0.0018,14.9
"2014-01-29",16,1750,38.2,1774.2,0.0018,16.25
"2014-01-29",16,1755,34.75,1774.2,0.0018,17.75
"2014-01-29",16,1760,31.35,1774.2,0.0018,19.3
"2014-01-29",16,1765,28.1,1774.2,0.0018,21.15
"2014-01-29",16,1770,24.95,1774.2,0.0018,23
"2014-01-29",16,1775,21.95,1774.2,0.0018,25.1
"2014-01-29",16,1780,19.1,1774.2,0.0018,27.4
"2014-01-29",16,1785,16.55,1774.2,0.0018,29.85
"2014-01-29",16,1790,14.2,1774.2,0.0018,32.55
"2014-01-29",16,1795,12.1,1774.2,0.0018,35.45
"2014-01-29",16,1800,10.25,1774.2,0.0018,38.25
"2014-01-29",16,1805,8.45,1774.2,0.0018,41.6
"2014-01-29",16,1810,6.95,1774.2,0.0018,45.05
"2014-01-29",16,1815,5.65,1774.2,0.0018,49.2
"2014-01-29",16,1820,4.55,1774.2,0.0018,53
"2014-01-29",16,1825,3.6,1774.2,0.0018,57.1
"2014-01-29",16,1830,2.85,1774.2,0.0018,61.45
"2014-01-29",16,1835,2.25,1774.2,0.0018,65.8
"2014-01-29",16,1840,1.775,1774.2,0.0018,70.3
"2014-01-29",37,1685,96.85,1774.2,0.0018,12.4
"2014-01-29",37,1690,92.65,1774.2,0.0018,13.1
"2014-01-29",37,1695,88.4,1774.2,0.0018,13.9
"2014-01-29",37,1700,84,1774.2,0.0018,14.75
"2014-01-29",37,1705,80.3,1774.2,0.0018,15.55
"2014-01-29",37,1710,76.15,1774.2,0.0018,16.5
"2014-01-29",37,1715,72,1774.2,0.0018,17.5
"2014-01-29",37,1720,68.3,1774.2,0.0018,18.55
"2014-01-29",37,1725,64.2,1774.2,0.0018,19.7
"2014-01-29",37,1730,60.65,1774.2,0.0018,20.9
"2014-01-29",37,1735,57.05,1774.2,0.0018,22.3
"2014-01-29",37,1740,53.15,1774.2,0.0018,23.65
"2014-01-29",37,1745,49.65,1774.2,0.0018,25.1
"2014-01-29",37,1750,46.2,1774.2,0.0018,26.55
"2014-01-29",37,1755,42.9,1774.2,0.0018,28.15
"2014-01-29",37,1760,39.55,1774.2,0.0018,29.9
"2014-01-29",37,1765,36.45,1774.2,0.0018,31.75
"2014-01-29",37,1770,33.4,1774.2,0.0018,33.8
"2014-01-29",37,1775,30.5,1774.2,0.0018,35.8
"2014-01-29",37,1780,27.7,1774.2,0.0018,38.05
"2014-01-29",37,1785,25.05,1774.2,0.0018,40.5
"2014-01-29",37,1790,22.55,1774.2,0.0018,42.95
"2014-01-29",37,1795,20.2,1774.2,0.0018,45.55
"2014-01-29",37,1800,17.95,1774.2,0.0018,48.4
"2014-01-29",37,1805,15.9,1774.2,0.0018,51.1
"2014-01-29",37,1810,13.95,1774.2,0.0018,54.45
"2014-01-29",37,1815,12.25,1774.2,0.0018,57.65
"2014-01-29",37,1820,10.7,1774.2,0.0018,61.1
"2014-01-29",37,1825,9.25,1774.2,0.0018,64.6
"2014-01-29",37,1830,8.05,1774.2,0.0018,68.6
"2014-01-29",37,1835,6.8,1774.2,0.0018,72.4
"2014-01-29",37,1840,5.75,1774.2,0.0018,76.5
"2014-01-29",37,1845,4.9,1774.2,0.0018,80.6
"2014-01-29",37,1850,4.15,1774.2,0.0018,84.8
"2014-01-29",37,1855,3.5,1774.2,0.0018,89.2
"2014-01-29",37,1860,2.975,1774.2,0.0018,93.7
"2014-01-29",37,1865,2.475,1774.2,0.0018,98.2
"2014-01-29",37,1870,2.225,1774.2,0.0018,102.75
"2014-01-29",37,1875,1.85,1774.2,0.0018,106.55
"2014-01-29",37,1880,1.55,1774.2,0.0018,111.75
"2014-01-30",15,1700,95.45,1794.19,0.0018,4
"2014-01-30",15,1705,90.75,1794.19,0.0018,4.3
"2014-01-30",15,1710,86.2,1794.19,0.0018,4.6
"2014-01-30",15,1715,81.55,1794.19,0.0018,5
"2014-01-30",15,1720,77,1794.19,0.0018,5.45
"2014-01-30",15,1725,72.45,1794.19,0.0018,5.9
"2014-01-30",15,1730,68,1794.19,0.0018,6.45
"2014-01-30",15,1735,63.6,1794.19,0.0018,7.1
"2014-01-30",15,1740,59.35,1794.19,0.0018,7.7
"2014-01-30",15,1745,55.1,1794.19,0.0018,8.5
"2014-01-30",15,1750,50.9,1794.19,0.0018,9.3
"2014-01-30",15,1755,46.65,1794.19,0.0018,10.25
"2014-01-30",15,1760,42.65,1794.19,0.0018,11.25
"2014-01-30",15,1765,38.75,1794.19,0.0018,12.4
"2014-01-30",15,1770,35.25,1794.19,0.0018,13.7
"2014-01-30",15,1775,31.4,1794.19,0.0018,15.1
"2014-01-30",15,1780,28.25,1794.19,0.0018,16.75
"2014-01-30",15,1785,25.05,1794.19,0.0018,18.45
"2014-01-30",15,1790,21.9,1794.19,0.0018,20.35
"2014-01-30",15,1795,19.05,1794.19,0.0018,22.35
"2014-01-30",15,1800,16.35,1794.19,0.0018,24.9
"2014-01-30",15,1805,13.85,1794.19,0.0018,27.35
"2014-01-30",15,1810,11.65,1794.19,0.0018,30.15
"2014-01-30",15,1815,9.6,1794.19,0.0018,33.2
"2014-01-30",15,1820,7.8,1794.19,0.0018,36.4
"2014-01-30",15,1825,6.3,1794.19,0.0018,39.7
"2014-01-30",15,1830,5,1794.19,0.0018,43.35
"2014-01-30",15,1835,3.9,1794.19,0.0018,47.25
"2014-01-30",15,1840,3.025,1794.19,0.0018,51.4
"2014-01-30",15,1845,2.275,1794.19,0.0018,55.7
"2014-01-30",15,1850,1.725,1794.19,0.0018,60.1
"2014-01-30",36,1700,99.85,1794.19,0.0018,10.45
"2014-01-30",36,1705,95.45,1794.19,0.0018,11.1
"2014-01-30",36,1710,91.15,1794.19,0.0018,11.75
"2014-01-30",36,1715,86.8,1794.19,0.0018,12.5
"2014-01-30",36,1720,82.7,1794.19,0.0018,13.25
"2014-01-30",36,1725,78.45,1794.19,0.0018,14.1
"2014-01-30",36,1730,74.5,1794.19,0.0018,14.95
"2014-01-30",36,1735,70.45,1794.19,0.0018,15.95
"2014-01-30",36,1740,66.45,1794.19,0.0018,16.95
"2014-01-30",36,1745,62.55,1794.19,0.0018,18.05
"2014-01-30",36,1750,58.7,1794.19,0.0018,19.15
"2014-01-30",36,1755,55,1794.19,0.0018,20.45
"2014-01-30",36,1760,51.3,1794.19,0.0018,21.8
"2014-01-30",36,1765,47.7,1794.19,0.0018,23.2
"2014-01-30",36,1770,44.25,1794.19,0.0018,24.7
"2014-01-30",36,1775,40.75,1794.19,0.0018,26.35
"2014-01-30",36,1780,37.6,1794.19,0.0018,28.1
"2014-01-30",36,1785,34.4,1794.19,0.0018,29.95
"2014-01-30",36,1790,31.4,1794.19,0.0018,31.9
"2014-01-30",36,1795,28.45,1794.19,0.0018,34
"2014-01-30",36,1800,25.65,1794.19,0.0018,36.25
"2014-01-30",36,1805,23.05,1794.19,0.0018,38.8
"2014-01-30",36,1810,20.55,1794.19,0.0018,41.25
"2014-01-30",36,1815,18.25,1794.19,0.0018,43.9
"2014-01-30",36,1820,16.1,1794.19,0.0018,46.8
"2014-01-30",36,1825,14.15,1794.19,0.0018,49.8
"2014-01-30",36,1830,12.25,1794.19,0.0018,52.85
"2014-01-30",36,1835,10.65,1794.19,0.0018,56.2
"2014-01-30",36,1840,9.15,1794.19,0.0018,59.65
"2014-01-30",36,1845,7.85,1794.19,0.0018,63.35
"2014-01-30",36,1850,6.65,1794.19,0.0018,67.25
"2014-01-30",36,1855,5.6,1794.19,0.0018,71.1
"2014-01-30",36,1860,4.75,1794.19,0.0018,75.2
"2014-01-30",36,1865,4,1794.19,0.0018,79.5
"2014-01-30",36,1870,3.35,1794.19,0.0018,83.9
"2014-01-30",36,1875,2.75,1794.19,0.0018,88.05
"2014-01-30",36,1880,2.3,1794.19,0.0018,92.85
"2014-01-30",36,1885,1.925,1794.19,0.0018,97.7
"2014-01-30",36,1890,1.6,1794.19,0.0018,102.2
"2014-01-31",14,1685,98.25,1782.59,0.0017,4.8
"2014-01-31",14,1690,93.65,1782.59,0.0017,5.2
"2014-01-31",14,1695,89.05,1782.59,0.0017,5.6
"2014-01-31",14,1700,84.55,1782.59,0.0017,6
"2014-01-31",14,1705,80.15,1782.59,0.0017,6.55
"2014-01-31",14,1710,75.5,1782.59,0.0017,7.05
"2014-01-31",14,1715,71.2,1782.59,0.0017,7.65
"2014-01-31",14,1720,66.8,1782.59,0.0017,8.35
"2014-01-31",14,1725,62.6,1782.59,0.0017,9.05
"2014-01-31",14,1730,58.4,1782.59,0.0017,9.95
"2014-01-31",14,1735,54.45,1782.59,0.0017,10.85
"2014-01-31",14,1740,50.3,1782.59,0.0017,11.8
"2014-01-31",14,1745,46.5,1782.59,0.0017,12.85
"2014-01-31",14,1750,42.6,1782.59,0.0017,14.05
"2014-01-31",14,1755,38.85,1782.59,0.0017,15.3
"2014-01-31",14,1760,35.3,1782.59,0.0017,16.75
"2014-01-31",14,1765,31.4,1782.59,0.0017,18.3
"2014-01-31",14,1770,28,1782.59,0.0017,19.9
"2014-01-31",14,1775,24.8,1782.59,0.0017,21.8
"2014-01-31",14,1780,22.15,1782.59,0.0017,23.75
"2014-01-31",14,1785,19.45,1782.59,0.0017,26.15
"2014-01-31",14,1790,16.8,1782.59,0.0017,27.95
"2014-01-31",14,1795,14.4,1782.59,0.0017,31.05
"2014-01-31",14,1800,12.2,1782.59,0.0017,33.65
"2014-01-31",14,1805,10.2,1782.59,0.0017,36.55
"2014-01-31",14,1810,8.4,1782.59,0.0017,39.95
"2014-01-31",14,1815,6.9,1782.59,0.0017,43.45
"2014-01-31",14,1820,5.5,1782.59,0.0017,46.9
"2014-01-31",14,1825,4.4,1782.59,0.0017,50.9
"2014-01-31",14,1830,3.5,1782.59,0.0017,54.95
"2014-01-31",14,1835,2.675,1782.59,0.0017,59.2
"2014-01-31",14,1840,2.075,1782.59,0.0017,63.55
"2014-01-31",14,1845,1.575,1782.59,0.0017,68.1
"2014-01-31",35,1690,99.2,1782.59,0.0018,13
"2014-01-31",35,1695,94.9,1782.59,0.0018,13.8
"2014-01-31",35,1700,90.7,1782.59,0.0018,14.5
"2014-01-31",35,1705,86.5,1782.59,0.0018,15.35
"2014-01-31",35,1710,82.4,1782.59,0.0018,16.25
"2014-01-31",35,1715,78.3,1782.59,0.0018,17.1
"2014-01-31",35,1720,74.35,1782.59,0.0018,18.1
"2014-01-31",35,1725,70.35,1782.59,0.0018,19.2
"2014-01-31",35,1730,66.65,1782.59,0.0018,20.3
"2014-01-31",35,1735,62.85,1782.59,0.0018,21.5
"2014-01-31",35,1740,59.25,1782.59,0.0018,22.8
"2014-01-31",35,1745,55.4,1782.59,0.0018,24.1
"2014-01-31",35,1750,51.9,1782.59,0.0018,25.55
"2014-01-31",35,1755,48.4,1782.59,0.0018,27.05
"2014-01-31",35,1760,44.6,1782.59,0.0018,28.7
"2014-01-31",35,1765,41.35,1782.59,0.0018,30.4
"2014-01-31",35,1770,38.45,1782.59,0.0018,32.2
"2014-01-31",35,1775,35.15,1782.59,0.0018,34.2
"2014-01-31",35,1780,32.4,1782.59,0.0018,36.2
"2014-01-31",35,1785,29.35,1782.59,0.0018,37.75
"2014-01-31",35,1790,26.55,1782.59,0.0018,39.95
"2014-01-31",35,1795,24.1,1782.59,0.0018,42.75
"2014-01-31",35,1800,21.65,1782.59,0.0018,45.3
"2014-01-31",35,1805,19.3,1782.59,0.0018,48
"2014-01-31",35,1810,17.15,1782.59,0.0018,50.9
"2014-01-31",35,1815,15.15,1782.59,0.0018,53.9
"2014-01-31",35,1820,13.35,1782.59,0.0018,57.2
"2014-01-31",35,1825,11.65,1782.59,0.0018,60.5
"2014-01-31",35,1830,10.1,1782.59,0.0018,63.9
"2014-01-31",35,1835,8.75,1782.59,0.0018,67.65
"2014-01-31",35,1840,7.5,1782.59,0.0018,71.05
"2014-01-31",35,1845,6.45,1782.59,0.0018,75.15
"2014-01-31",35,1850,5.45,1782.59,0.0018,79.15
"2014-01-31",35,1855,4.65,1782.59,0.0018,83.3
"2014-01-31",35,1860,3.9,1782.59,0.0018,87.6
"2014-01-31",35,1865,3.3,1782.59,0.0018,92
"2014-01-31",35,1870,2.75,1782.59,0.0018,96.5
"2014-01-31",35,1875,2.325,1782.59,0.0018,101.05
"2014-01-31",35,1880,1.975,1782.59,0.0018,105.75
"2014-01-31",35,1885,1.7,1782.59,0.0018,110.35
"2014-02-03",11,1645,98.85,1741.89,0.0013,5.6
"2014-02-03",11,1650,94.5,1741.89,0.0013,6
"2014-02-03",11,1655,90.05,1741.89,0.0013,6.45
"2014-02-03",11,1660,85.55,1741.89,0.0013,6.95
"2014-02-03",11,1665,81.2,1741.89,0.0013,7.5
"2014-02-03",11,1670,76.7,1741.89,0.0013,8.15
"2014-02-03",11,1675,72.3,1741.89,0.0013,8.8
"2014-02-03",11,1680,68.1,1741.89,0.0013,9.55
"2014-02-03",11,1685,63.9,1741.89,0.0013,10.35
"2014-02-03",11,1690,59.85,1741.89,0.0013,11.2
"2014-02-03",11,1695,55.75,1741.89,0.0013,12.15
"2014-02-03",11,1700,51.9,1741.89,0.0013,13.2
"2014-02-03",11,1705,48.05,1741.89,0.0013,14.3
"2014-02-03",11,1710,44.3,1741.89,0.0013,15.6
"2014-02-03",11,1715,40.55,1741.89,0.0013,16.9
"2014-02-03",11,1720,37,1741.89,0.0013,18.35
"2014-02-03",11,1725,33.5,1741.89,0.0013,20
"2014-02-03",11,1730,30.05,1741.89,0.0013,21.7
"2014-02-03",11,1735,26.9,1741.89,0.0013,23.6
"2014-02-03",11,1740,24.1,1741.89,0.0013,25.6
"2014-02-03",11,1745,21.45,1741.89,0.0013,27.75
"2014-02-03",11,1750,18.75,1741.89,0.0013,30.15
"2014-02-03",11,1755,16.1,1741.89,0.0013,32.65
"2014-02-03",11,1760,13.8,1741.89,0.0013,35.4
"2014-02-03",11,1765,11.75,1741.89,0.0013,38.35
"2014-02-03",11,1770,9.9,1741.89,0.0013,41.45
"2014-02-03",11,1775,8.15,1741.89,0.0013,44.95
"2014-02-03",11,1780,6.7,1741.89,0.0013,48.45
"2014-02-03",11,1785,5.45,1741.89,0.0013,52
"2014-02-03",11,1790,4.4,1741.89,0.0013,55.85
"2014-02-03",11,1795,3.5,1741.89,0.0013,60.1
"2014-02-03",11,1800,2.725,1741.89,0.0013,64.4
"2014-02-03",11,1805,2.125,1741.89,0.0013,68.75
"2014-02-03",11,1810,1.65,1741.89,0.0013,73.25
"2014-02-03",32,1655,97.2,1741.89,0.0018,15.9
"2014-02-03",32,1660,93.05,1741.89,0.0018,16.8
"2014-02-03",32,1665,88.75,1741.89,0.0018,17.65
"2014-02-03",32,1670,84.85,1741.89,0.0018,18.5
"2014-02-03",32,1675,80.85,1741.89,0.0018,19.65
"2014-02-03",32,1680,76.9,1741.89,0.0018,20.6
"2014-02-03",32,1685,73.05,1741.89,0.0018,21.8
"2014-02-03",32,1690,69.25,1741.89,0.0018,22.95
"2014-02-03",32,1695,65.45,1741.89,0.0018,24.2
"2014-02-03",32,1700,61.8,1741.89,0.0018,25.55
"2014-02-03",32,1705,58.2,1741.89,0.0018,26.9
"2014-02-03",32,1710,54.65,1741.89,0.0018,28.4
"2014-02-03",32,1715,51.15,1741.89,0.0018,29.95
"2014-02-03",32,1720,47.8,1741.89,0.0018,31.6
"2014-02-03",32,1725,44.55,1741.89,0.0018,33.35
"2014-02-03",32,1730,41.4,1741.89,0.0018,35.15
"2014-02-03",32,1735,38.35,1741.89,0.0018,37
"2014-02-03",32,1740,35.4,1741.89,0.0018,39.05
"2014-02-03",32,1745,32.5,1741.89,0.0018,41.2
"2014-02-03",32,1750,29.75,1741.89,0.0018,43.4
"2014-02-03",32,1755,27.1,1741.89,0.0018,45.85
"2014-02-03",32,1760,24.4,1741.89,0.0018,48.35
"2014-02-03",32,1765,22.05,1741.89,0.0018,51
"2014-02-03",32,1770,19.8,1741.89,0.0018,53.75
"2014-02-03",32,1775,17.8,1741.89,0.0018,56.6
"2014-02-03",32,1780,15.8,1741.89,0.0018,59.75
"2014-02-03",32,1785,14.05,1741.89,0.0018,62.75
"2014-02-03",32,1790,12.45,1741.89,0.0018,66.1
"2014-02-03",32,1795,10.8,1741.89,0.0018,69.45
"2014-02-03",32,1800,9.6,1741.89,0.0018,73.35
"2014-02-03",32,1805,8.4,1741.89,0.0018,76.95
"2014-02-03",32,1810,7.25,1741.89,0.0018,81
"2014-02-03",32,1815,6.3,1741.89,0.0018,85
"2014-02-03",32,1820,5.45,1741.89,0.0018,89.1
"2014-02-03",32,1825,4.65,1741.89,0.0018,93.45
"2014-02-03",32,1830,4,1741.89,0.0018,98.05
"2014-02-03",32,1835,3.4,1741.89,0.0018,102.1
"2014-02-03",32,1840,2.925,1741.89,0.0018,106.6
"2014-02-03",32,1845,2.375,1741.89,0.0018,111.2
"2014-02-03",32,1850,2.025,1741.89,0.0018,115.85
"2014-02-03",32,1855,1.675,1741.89,0.0018,120.55
"2014-02-04",18,1660,96.3,1755.2,0.0014,5.25
"2014-02-04",18,1665,91.9,1755.2,0.0014,5.65
"2014-02-04",18,1670,87.4,1755.2,0.0014,6.1
